,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
184,88.0,78.0,68.0,75.0,72.0,66.0,88.0,75.0,61.0,30.04,29.93,10.0,8.0,1.0,16.0,4.0,26.0,0.27
185,93.0,84.0,74.0,74.0,72.0,69.0,94.0,72.0,49.0,30.05,30.0,10.0,9.0,0.0,22.0,4.0,35.0,0.24
186,89.0,80.0,71.0,76.0,72.0,68.0,94.0,77.0,59.0,30.07,30.01,10.0,8.0,0.0,16.0,5.0,24.0,0.49
187,88.0,80.0,71.0,75.0,71.0,69.0,94.0,76.0,57.0,30.02,29.95,10.0,10.0,6.0,15.0,7.0,24.0,0.01
188,91.0,83.0,75.0,74.0,72.0,70.0,88.0,69.0,49.0,29.93,29.87,10.0,10.0,8.0,17.0,8.0,32.0,0.0
189,93.0,86.0,78.0,74.0,73.0,71.0,85.0,69.0,52.0,29.97,29.88,10.0,10.0,8.0,16.0,9.0,27.0,0.0
190,95.0,86.0,77.0,74.0,73.0,70.0,88.0,69.0,49.0,30.04,29.97,10.0,9.0,7.0,17.0,9.0,27.0,0.0
191,96.0,87.0,77.0,74.0,71.0,67.0,88.0,64.0,39.0,30.03,29.94,10.0,9.0,7.0,17.0,8.0,27.0,0.0
192,96.0,86.0,75.0,73.0,70.0,66.0,88.0,64.0,39.0,29.98,29.92,10.0,10.0,7.0,15.0,6.0,22.0,0.0
193,97.0,85.0,73.0,73.0,69.0,64.0,93.0,64.0,35.0,30.06,30.0,10.0,10.0,6.0,14.0,4.0,18.0,0.0
194,96.0,84.0,72.0,71.0,69.0,61.0,93.0,62.0,30.0,30.13,30.08,10.0,10.0,6.0,20.0,3.0,29.0,0.07
195,93.0,82.0,71.0,70.0,68.0,59.0,93.0,67.0,41.0,30.22,30.15,10.0,10.0,9.0,16.0,4.0,23.0,0.0
196,94.0,82.0,69.0,71.0,69.0,67.0,93.0,70.0,46.0,30.19,30.12,10.0,10.0,5.0,18.0,4.0,30.0,0.0
197,95.0,84.0,72.0,73.0,70.0,66.0,100.0,72.0,44.0,30.1,30.03,10.0,8.0,3.0,13.0,5.0,20.0,0.0
198,96.0,85.0,73.0,70.0,67.0,63.0,87.0,61.0,34.0,30.01,29.97,10.0,10.0,10.0,13.0,5.0,19.0,0.0
199,98.0,86.0,74.0,73.0,68.0,61.0,93.0,63.0,33.0,30.04,29.99,10.0,10.0,10.0,13.0,7.0,21.0,0.0
200,98.0,85.0,72.0,72.0,66.0,57.0,90.0,59.0,27.0,30.07,30.0,10.0,10.0,8.0,14.0,6.0,23.0,0.0
201,96.0,84.0,72.0,71.0,68.0,63.0,93.0,64.0,34.0,30.11,30.01,10.0,10.0,7.0,14.0,5.0,24.0,0.0
202,95.0,83.0,71.0,72.0,67.0,56.0,90.0,60.0,30.0,30.15,30.09,10.0,10.0,10.0,13.0,5.0,22.0,0.0
203,98.0,85.0,71.0,71.0,66.0,56.0,93.0,59.0,25.0,30.19,30.1,10.0,9.0,7.0,13.0,4.0,20.0,0.0
204,100.0,87.0,74.0,71.0,67.0,62.0,93.0,63.0,33.0,30.09,30.03,10.0,10.0,10.0,13.0,4.0,17.0,0.0
205,101.0,88.0,75.0,71.0,67.0,59.0,82.0,55.0,28.0,30.03,29.96,10.0,10.0,10.0,10.0,4.0,16.0,0.0
206,92.0,83.0,73.0,73.0,71.0,69.0,93.0,71.0,49.0,30.01,29.96,10.0,10.0,8.0,15.0,3.0,23.0,0.06
207,95.0,84.0,73.0,74.0,71.0,68.0,93.0,68.0,43.0,30.03,29.95,10.0,8.0,1.0,15.0,4.0,22.0,0.31
208,89.0,82.0,74.0,76.0,74.0,70.0,94.0,77.0,59.0,29.92,29.86,10.0,7.0,0.0,13.0,5.0,19.0,3.53
209,78.0,75.0,72.0,74.0,71.0,68.0,100.0,87.0,74.0,30.01,29.93,10.0,7.0,1.0,14.0,3.0,27.0,1.52
210,86.0,78.0,70.0,70.0,68.0,66.0,90.0,76.0,61.0,30.03,29.99,10.0,9.0,6.0,8.0,2.0,11.0,0.0
211,94.0,84.0,74.0,76.0,72.0,70.0,93.0,73.0,52.0,30.04,29.96,10.0,9.0,7.0,12.0,4.0,18.0,0.0
212,96.0,87.0,77.0,76.0,73.0,70.0,94.0,70.0,46.0,30.05,29.97,10.0,9.0,5.0,10.0,6.0,20.0,0.0
213,96.0,86.0,76.0,74.0,72.0,68.0,94.0,68.0,42.0,30.08,30.01,10.0,10.0,8.0,8.0,2.0,14.0,0.0
214,97.0,86.0,75.0,75.0,71.0,66.0,94.0,66.0,38.0,30.05,30.0,10.0,9.0,6.0,7.0,3.0,14.0,0.0
215,94.0,84.0,74.0,77.0,72.0,68.0,94.0,70.0,46.0,30.08,29.99,10.0,8.0,2.0,8.0,3.0,12.0,0.09
216,96.0,86.0,75.0,73.0,70.0,66.0,87.0,63.0,39.0,30.02,29.96,10.0,10.0,10.0,12.0,5.0,18.0,0.0
217,98.0,87.0,76.0,74.0,71.0,67.0,94.0,66.0,38.0,30.01,29.95,10.0,10.0,8.0,15.0,6.0,25.0,0.0
218,98.0,87.0,75.0,74.0,71.0,65.0,94.0,64.0,33.0,30.08,30.0,10.0,10.0,9.0,13.0,6.0,22.0,0.0
219,99.0,87.0,74.0,73.0,69.0,63.0,93.0,62.0,31.0,30.13,30.05,10.0,10.0,8.0,9.0,3.0,15.0,0.0
220,97.0,87.0,76.0,72.0,70.0,66.0,87.0,63.0,38.0,30.08,30.03,10.0,10.0,10.0,13.0,4.0,23.0,0.0
221,96.0,86.0,76.0,72.0,68.0,60.0,87.0,60.0,33.0,30.06,29.97,10.0,10.0,10.0,14.0,6.0,22.0,0.0
222,97.0,87.0,77.0,73.0,71.0,64.0,85.0,64.0,42.0,30.01,29.94,10.0,10.0,10.0,13.0,4.0,19.0,0.0
223,91.0,82.0,73.0,67.0,65.0,64.0,74.0,59.0,44.0,30.01,29.98,10.0,10.0,10.0,12.0,5.0,18.0,0.0
224,90.0,79.0,68.0,68.0,66.0,64.0,93.0,70.0,46.0,30.1,30.02,10.0,10.0,10.0,10.0,3.0,18.0,0.0
225,94.0,83.0,71.0,69.0,66.0,65.0,84.0,62.0,39.0,30.08,30.0,10.0,10.0,9.0,13.0,4.0,19.0,0.0
226,94.0,83.0,72.0,72.0,69.0,65.0,87.0,66.0,44.0,30.06,29.98,10.0,9.0,7.0,13.0,3.0,20.0,0.0
227,97.0,85.0,73.0,71.0,68.0,64.0,87.0,61.0,35.0,30.06,29.99,10.0,10.0,8.0,13.0,3.0,22.0,0.0
228,99.0,88.0,76.0,73.0,68.0,61.0,94.0,64.0,33.0,30.06,29.96,10.0,10.0,9.0,13.0,5.0,20.0,0.0
229,102.0,90.0,77.0,74.0,71.0,63.0,88.0,59.0,29.0,29.99,29.9,10.0,8.0,5.0,13.0,6.0,25.0,0.0
230,102.0,89.0,76.0,75.0,70.0,62.0,91.0,60.0,29.0,30.0,29.89,10.0,10.0,10.0,13.0,6.0,22.0,0.0
231,100.0,89.0,77.0,74.0,68.0,62.0,88.0,60.0,31.0,30.0,29.94,10.0,10.0,10.0,13.0,5.0,18.0,0.0
232,101.0,89.0,77.0,74.0,69.0,61.0,88.0,58.0,27.0,30.01,29.96,10.0,10.0,10.0,13.0,4.0,19.0,0.0
233,102.0,89.0,76.0,75.0,71.0,66.0,91.0,62.0,33.0,30.07,30.0,10.0,10.0,2.0,13.0,3.0,23.0,0.05
234,100.0,87.0,73.0,73.0,66.0,53.0,94.0,62.0,29.0,30.05,29.99,10.0,10.0,10.0,12.0,4.0,17.0,0.0
235,97.0,83.0,69.0,60.0,57.0,51.0,66.0,45.0,24.0,30.06,30.01,10.0,10.0,10.0,12.0,4.0,20.0,0.0
236,98.0,84.0,70.0,68.0,61.0,56.0,73.0,50.0,27.0,30.03,29.97,10.0,10.0,10.0,9.0,4.0,16.0,0.0
237,101.0,88.0,75.0,74.0,69.0,60.0,88.0,58.0,27.0,30.05,29.95,10.0,10.0,10.0,13.0,5.0,19.0,0.0
238,104.0,91.0,77.0,74.0,69.0,60.0,88.0,57.0,25.0,29.95,29.88,10.0,10.0,10.0,14.0,7.0,24.0,0.0
239,101.0,90.0,79.0,74.0,71.0,59.0,85.0,56.0,27.0,30.02,29.92,10.0,10.0,10.0,16.0,6.0,24.0,0.0
240,102.0,90.0,78.0,75.0,71.0,64.0,85.0,59.0,33.0,29.99,29.9,10.0,10.0,9.0,15.0,7.0,24.0,0.0
241,96.0,87.0,77.0,72.0,68.0,62.0,76.0,55.0,34.0,29.93,29.87,10.0,10.0,9.0,16.0,7.0,25.0,0.0
242,102.0,90.0,78.0,75.0,71.0,63.0,85.0,57.0,29.0,30.0,29.92,10.0,10.0,8.0,17.0,8.0,29.0,0.0
243,103.0,92.0,80.0,75.0,71.0,61.0,85.0,55.0,25.0,30.06,29.98,10.0,10.0,10.0,17.0,9.0,27.0,0.0
244,103.0,91.0,79.0,74.0,69.0,59.0,85.0,55.0,25.0,30.08,29.99,10.0,10.0,10.0,15.0,8.0,23.0,0.0
245,101.0,88.0,75.0,73.0,69.0,62.0,94.0,62.0,29.0,30.04,29.94,10.0,10.0,9.0,14.0,6.0,21.0,0.0
246,101.0,89.0,77.0,74.0,70.0,62.0,88.0,59.0,29.0,29.98,29.9,10.0,10.0,10.0,13.0,5.0,18.0,0.0
247,101.0,89.0,76.0,73.0,67.0,60.0,88.0,59.0,29.0,29.97,29.9,10.0,10.0,10.0,10.0,5.0,15.0,0.0
248,101.0,89.0,77.0,71.0,68.0,62.0,71.0,52.0,33.0,29.98,29.93,10.0,10.0,8.0,14.0,4.0,23.0,0.0
249,98.0,87.0,76.0,72.0,66.0,56.0,87.0,58.0,29.0,30.06,29.96,10.0,10.0,10.0,10.0,4.0,17.0,0.0
250,99.0,88.0,76.0,73.0,71.0,68.0,82.0,61.0,40.0,29.97,29.89,10.0,10.0,10.0,17.0,5.0,26.0,0.0
251,96.0,87.0,77.0,75.0,72.0,67.0,88.0,64.0,39.0,29.92,29.87,10.0,10.0,2.0,15.0,5.0,23.0,0.07
252,95.0,85.0,74.0,73.0,72.0,66.0,94.0,69.0,44.0,29.98,29.91,10.0,10.0,10.0,13.0,4.0,24.0,0.0
253,99.0,87.0,74.0,73.0,72.0,68.0,94.0,68.0,42.0,30.01,29.93,10.0,10.0,10.0,15.0,7.0,26.0,0.0
254,101.0,90.0,78.0,75.0,72.0,65.0,91.0,62.0,33.0,29.96,29.9,10.0,10.0,7.0,15.0,8.0,25.0,0.0
255,98.0,88.0,78.0,75.0,73.0,68.0,91.0,66.0,40.0,29.97,29.91,10.0,10.0,10.0,17.0,8.0,32.0,0.01
256,100.0,88.0,76.0,74.0,70.0,62.0,88.0,61.0,33.0,30.02,29.95,10.0,10.0,10.0,17.0,6.0,26.0,0.0
257,99.0,86.0,73.0,77.0,74.0,67.0,91.0,65.0,38.0,30.07,30.0,10.0,8.0,0.0,28.0,5.0,37.0,0.98
258,97.0,87.0,77.0,75.0,73.0,65.0,91.0,63.0,35.0,30.1,30.02,10.0,10.0,10.0,13.0,4.0,21.0,0.02
259,97.0,86.0,74.0,75.0,71.0,66.0,94.0,67.0,39.0,30.08,30.01,10.0,10.0,2.0,13.0,3.0,20.0,0.19
260,89.0,82.0,74.0,74.0,72.0,69.0,100.0,78.0,55.0,30.09,30.04,10.0,8.0,2.0,8.0,3.0,13.0,0.22
261,96.0,84.0,72.0,71.0,69.0,66.0,100.0,70.0,39.0,30.03,29.97,10.0,10.0,8.0,12.0,3.0,15.0,0.0
262,97.0,86.0,74.0,73.0,69.0,65.0,87.0,63.0,38.0,29.98,29.9,10.0,10.0,10.0,13.0,6.0,20.0,0.0
263,99.0,88.0,77.0,73.0,71.0,66.0,88.0,63.0,38.0,29.9,29.83,10.0,10.0,10.0,14.0,7.0,25.0,0.0
264,99.0,89.0,78.0,75.0,71.0,64.0,85.0,60.0,35.0,29.97,29.89,10.0,10.0,10.0,10.0,5.0,19.0,0.0
265,96.0,81.0,66.0,74.0,70.0,62.0,94.0,67.0,39.0,30.15,30.0,10.0,9.0,1.0,15.0,5.0,24.0,0.51
266,66.0,63.0,60.0,63.0,60.0,57.0,100.0,92.0,84.0,30.24,30.19,10.0,5.0,1.0,14.0,5.0,24.0,0.68
267,77.0,71.0,64.0,67.0,64.0,62.0,100.0,87.0,73.0,30.23,30.16,10.0,8.0,3.0,7.0,2.0,10.0,0.0
268,88.0,79.0,69.0,70.0,68.0,67.0,97.0,76.0,55.0,30.13,30.09,10.0,9.0,6.0,8.0,2.0,13.0,0.0
269,94.0,84.0,74.0,74.0,72.0,69.0,94.0,70.0,46.0,30.07,30.01,10.0,10.0,6.0,18.0,3.0,28.0,0.02
270,91.0,83.0,75.0,75.0,74.0,71.0,94.0,75.0,56.0,30.02,29.93,10.0,9.0,2.0,14.0,3.0,20.0,0.35
271,90.0,81.0,72.0,75.0,73.0,70.0,100.0,78.0,56.0,29.93,29.88,10.0,7.0,0.0,25.0,2.0,33.0,3.66
272,86.0,80.0,74.0,75.0,74.0,71.0,100.0,85.0,69.0,29.95,29.89,10.0,8.0,2.0,10.0,3.0,14.0,0.13
273,90.0,82.0,74.0,75.0,73.0,70.0,100.0,78.0,55.0,30.0,29.94,10.0,9.0,1.0,9.0,3.0,15.0,0.21
274,90.0,81.0,72.0,73.0,70.0,64.0,94.0,71.0,47.0,30.06,30.01,10.0,10.0,10.0,10.0,3.0,15.0,0.0
275,91.0,81.0,70.0,70.0,68.0,66.0,90.0,69.0,47.0,30.12,30.07,10.0,10.0,10.0,9.0,4.0,16.0,0.0
276,85.0,76.0,67.0,66.0,58.0,55.0,74.0,57.0,40.0,30.15,30.09,10.0,10.0,10.0,8.0,3.0,12.0,0.0
277,84.0,72.0,60.0,60.0,56.0,51.0,90.0,64.0,37.0,30.16,30.1,10.0,10.0,10.0,9.0,2.0,16.0,0.0
278,83.0,73.0,62.0,66.0,62.0,57.0,90.0,74.0,58.0,30.14,30.1,10.0,10.0,8.0,13.0,3.0,20.0,0.0
279,85.0,76.0,66.0,67.0,64.0,63.0,87.0,71.0,54.0,30.15,30.06,10.0,10.0,10.0,10.0,3.0,15.0,0.0
280,80.0,74.0,68.0,69.0,66.0,64.0,93.0,78.0,62.0,30.05,30.0,10.0,10.0,8.0,9.0,2.0,14.0,0.0
281,88.0,77.0,66.0,67.0,65.0,62.0,100.0,72.0,43.0,30.04,29.98,10.0,8.0,3.0,12.0,3.0,15.0,0.0
282,89.0,78.0,67.0,68.0,64.0,61.0,93.0,68.0,43.0,29.99,29.92,10.0,10.0,10.0,8.0,2.0,12.0,0.0
283,90.0,78.0,65.0,70.0,65.0,63.0,93.0,70.0,47.0,29.88,29.83,10.0,10.0,10.0,9.0,2.0,14.0,0.0
284,92.0,84.0,76.0,73.0,70.0,63.0,88.0,68.0,47.0,29.87,29.79,10.0,10.0,10.0,10.0,5.0,18.0,0.0
285,92.0,84.0,76.0,75.0,72.0,59.0,91.0,72.0,52.0,29.93,29.82,10.0,9.0,4.0,14.0,7.0,27.0,0.03
286,85.0,75.0,65.0,59.0,51.0,45.0,63.0,44.0,25.0,30.19,30.06,10.0,10.0,10.0,14.0,7.0,22.0,0.0
287,80.0,70.0,59.0,53.0,48.0,41.0,72.0,51.0,29.0,30.23,30.12,10.0,10.0,10.0,9.0,4.0,14.0,0.0
288,87.0,75.0,62.0,67.0,62.0,56.0,93.0,69.0,44.0,29.98,29.9,10.0,10.0,10.0,14.0,6.0,23.0,0.0
289,89.0,81.0,72.0,71.0,69.0,66.0,93.0,73.0,53.0,29.93,29.86,10.0,10.0,10.0,13.0,6.0,20.0,0.0
290,94.0,83.0,72.0,73.0,70.0,64.0,93.0,67.0,41.0,29.99,29.92,10.0,9.0,5.0,13.0,5.0,21.0,0.0
291,90.0,82.0,74.0,72.0,70.0,65.0,93.0,70.0,46.0,30.06,29.98,10.0,10.0,10.0,15.0,6.0,23.0,0.0
292,92.0,84.0,75.0,73.0,71.0,66.0,94.0,69.0,44.0,30.01,29.93,10.0,10.0,9.0,14.0,7.0,22.0,0.0
293,92.0,84.0,75.0,73.0,70.0,65.0,87.0,66.0,44.0,29.95,29.89,10.0,10.0,10.0,14.0,7.0,24.0,0.0
294,78.0,69.0,59.0,72.0,62.0,55.0,97.0,85.0,73.0,30.12,30.04,10.0,7.0,0.0,14.0,5.0,20.0,1.42
295,77.0,69.0,61.0,72.0,63.0,55.0,93.0,86.0,78.0,30.04,29.88,10.0,9.0,7.0,13.0,2.0,24.0,0.01
296,76.0,69.0,61.0,72.0,59.0,46.0,87.0,63.0,38.0,30.04,29.8,10.0,10.0,2.0,20.0,10.0,36.0,0.09
297,80.0,66.0,51.0,48.0,43.0,37.0,77.0,49.0,21.0,30.17,30.09,10.0,10.0,10.0,14.0,5.0,20.0,0.0
298,88.0,72.0,56.0,51.0,46.0,40.0,72.0,46.0,20.0,30.13,30.06,10.0,10.0,10.0,9.0,2.0,16.0,0.0
299,86.0,72.0,57.0,54.0,49.0,44.0,72.0,50.0,27.0,30.0,29.94,10.0,10.0,10.0,13.0,4.0,23.0,0.0
300,87.0,74.0,61.0,64.0,60.0,54.0,97.0,69.0,40.0,29.95,29.9,10.0,10.0,10.0,13.0,3.0,17.0,0.0
301,86.0,76.0,66.0,69.0,64.0,60.0,90.0,67.0,44.0,30.06,30.0,10.0,10.0,5.0,9.0,2.0,12.0,0.0
302,82.0,74.0,65.0,66.0,63.0,61.0,93.0,74.0,54.0,30.12,30.06,10.0,10.0,6.0,8.0,2.0,15.0,0.0
303,82.0,73.0,63.0,64.0,61.0,58.0,100.0,73.0,45.0,30.08,30.02,10.0,9.0,4.0,8.0,2.0,13.0,0.0
304,83.0,71.0,58.0,61.0,55.0,46.0,93.0,61.0,28.0,30.09,30.03,10.0,9.0,6.0,10.0,3.0,16.0,0.0
305,83.0,72.0,61.0,62.0,59.0,56.0,84.0,67.0,49.0,30.12,30.06,10.0,10.0,10.0,9.0,2.0,14.0,0.0
306,83.0,75.0,66.0,62.0,59.0,57.0,81.0,64.0,46.0,30.14,30.09,10.0,10.0,10.0,8.0,2.0,11.0,0.0
307,85.0,73.0,60.0,61.0,59.0,56.0,84.0,64.0,44.0,30.17,30.12,10.0,10.0,10.0,7.0,2.0,9.0,0.0
308,88.0,75.0,62.0,61.0,59.0,57.0,84.0,62.0,39.0,30.17,30.11,10.0,10.0,10.0,8.0,2.0,12.0,0.0
309,86.0,74.0,61.0,61.0,58.0,52.0,90.0,62.0,34.0,30.06,29.98,10.0,10.0,8.0,12.0,4.0,19.0,0.0
310,86.0,74.0,62.0,65.0,61.0,58.0,93.0,67.0,40.0,29.94,29.89,10.0,10.0,10.0,14.0,6.0,23.0,0.0
311,84.0,75.0,65.0,68.0,65.0,63.0,93.0,74.0,55.0,30.06,29.99,10.0,10.0,10.0,8.0,2.0,12.0,0.0
312,81.0,73.0,65.0,63.0,62.0,60.0,81.0,68.0,54.0,30.16,30.1,10.0,10.0,10.0,10.0,3.0,14.0,0.0
313,82.0,73.0,63.0,61.0,59.0,54.0,93.0,72.0,51.0,30.18,30.1,10.0,10.0,9.0,8.0,2.0,10.0,0.0
314,76.0,66.0,56.0,61.0,49.0,39.0,93.0,60.0,27.0,30.32,30.22,10.0,9.0,2.0,16.0,7.0,25.0,0.3
315,68.0,58.0,47.0,43.0,39.0,37.0,71.0,54.0,37.0,30.43,30.34,10.0,10.0,10.0,9.0,5.0,14.0,0.0
316,75.0,62.0,48.0,52.0,45.0,39.0,80.0,61.0,41.0,30.34,30.26,10.0,10.0,10.0,15.0,6.0,25.0,0.0
317,76.0,68.0,59.0,63.0,59.0,52.0,84.0,72.0,60.0,30.18,30.12,10.0,10.0,10.0,14.0,6.0,23.0,0.0
318,75.0,67.0,58.0,69.0,63.0,57.0,100.0,87.0,73.0,30.18,30.09,10.0,8.0,2.0,17.0,5.0,28.0,0.56
319,59.0,57.0,55.0,58.0,56.0,54.0,100.0,97.0,93.0,30.23,30.16,10.0,6.0,2.0,13.0,6.0,20.0,1.51
320,63.0,59.0,55.0,56.0,51.0,46.0,93.0,75.0,56.0,30.35,30.28,10.0,10.0,5.0,10.0,4.0,17.0,0.04
321,71.0,60.0,48.0,49.0,41.0,34.0,80.0,53.0,26.0,30.3,30.19,10.0,10.0,10.0,7.0,2.0,11.0,0.0
322,75.0,62.0,48.0,52.0,47.0,41.0,93.0,67.0,41.0,30.18,30.1,10.0,10.0,10.0,15.0,4.0,25.0,0.0
323,74.0,61.0,47.0,45.0,43.0,40.0,86.0,59.0,31.0,30.19,30.07,10.0,10.0,10.0,8.0,3.0,13.0,0.0
324,76.0,63.0,49.0,61.0,53.0,43.0,93.0,70.0,46.0,29.92,29.83,10.0,10.0,10.0,17.0,6.0,31.0,0.0
325,65.0,54.0,42.0,62.0,41.0,29.0,93.0,67.0,40.0,30.23,30.03,10.0,10.0,9.0,17.0,7.0,32.0,0.0
326,51.0,44.0,36.0,29.0,23.0,16.0,64.0,50.0,36.0,30.46,30.34,10.0,10.0,10.0,16.0,9.0,27.0,0.0
327,41.0,36.0,31.0,17.0,13.0,9.0,58.0,43.0,27.0,30.58,30.52,10.0,10.0,10.0,17.0,8.0,28.0,0.0
328,45.0,38.0,30.0,23.0,17.0,12.0,58.0,44.0,30.0,30.5,30.4,10.0,10.0,10.0,8.0,3.0,11.0,0.0
329,48.0,44.0,40.0,47.0,39.0,23.0,100.0,72.0,43.0,30.28,30.14,10.0,5.0,1.0,10.0,4.0,15.0,0.02
330,50.0,42.0,34.0,49.0,45.0,28.0,100.0,91.0,82.0,30.25,30.0,10.0,4.0,0.0,17.0,6.0,28.0,0.01
331,53.0,42.0,30.0,27.0,21.0,14.0,82.0,52.0,22.0,30.5,30.4,10.0,10.0,10.0,16.0,6.0,26.0,0.0
332,56.0,43.0,30.0,27.0,23.0,19.0,78.0,51.0,24.0,30.57,30.48,10.0,10.0,3.0,10.0,2.0,15.0,0.0
333,69.0,51.0,33.0,45.0,38.0,23.0,86.0,64.0,42.0,30.4,30.27,10.0,10.0,10.0,13.0,3.0,22.0,0.0
334,70.0,57.0,44.0,63.0,57.0,43.0,100.0,85.0,70.0,30.17,30.08,10.0,8.0,0.0,12.0,3.0,16.0,0.01
335,74.0,68.0,62.0,69.0,65.0,62.0,100.0,90.0,79.0,30.12,30.05,10.0,6.0,0.0,13.0,5.0,20.0,0.33
336,67.0,63.0,58.0,64.0,62.0,56.0,100.0,97.0,93.0,30.07,29.86,10.0,6.0,0.0,20.0,7.0,28.0,3.33
337,81.0,67.0,53.0,57.0,48.0,39.0,100.0,62.0,23.0,29.84,29.64,10.0,10.0,10.0,16.0,5.0,27.0,0.0
338,66.0,53.0,40.0,39.0,32.0,19.0,76.0,47.0,18.0,30.2,30.06,10.0,10.0,10.0,15.0,5.0,28.0,0.0
339,67.0,53.0,38.0,38.0,33.0,25.0,85.0,53.0,20.0,30.37,30.26,10.0,10.0,10.0,9.0,3.0,16.0,0.0
340,77.0,60.0,42.0,37.0,33.0,27.0,62.0,40.0,18.0,30.36,30.22,10.0,10.0,10.0,10.0,3.0,17.0,0.0
341,64.0,53.0,42.0,37.0,33.0,27.0,76.0,52.0,27.0,30.56,30.45,10.0,10.0,10.0,10.0,4.0,16.0,0.0
342,72.0,57.0,42.0,54.0,45.0,35.0,82.0,62.0,41.0,30.38,30.24,10.0,10.0,10.0,14.0,4.0,24.0,0.0
343,73.0,65.0,56.0,61.0,57.0,52.0,93.0,75.0,57.0,30.07,30.02,10.0,10.0,10.0,16.0,7.0,31.0,0.0
344,79.0,72.0,64.0,63.0,62.0,59.0,87.0,71.0,54.0,30.11,30.03,10.0,10.0,10.0,15.0,7.0,28.0,0.0
345,66.0,54.0,41.0,63.0,42.0,22.0,93.0,69.0,45.0,30.47,30.31,10.0,10.0,8.0,17.0,6.0,30.0,0.0
346,50.0,45.0,39.0,43.0,32.0,24.0,80.0,63.0,45.0,30.45,30.33,10.0,10.0,10.0,10.0,4.0,16.0,0.0
347,59.0,54.0,48.0,55.0,50.0,43.0,100.0,88.0,75.0,30.23,30.18,10.0,7.0,2.0,7.0,1.0,10.0,0.0
348,66.0,62.0,58.0,65.0,61.0,55.0,100.0,94.0,87.0,30.2,30.11,10.0,3.0,1.0,12.0,3.0,16.0,0.06
349,75.0,69.0,63.0,66.0,64.0,59.0,100.0,82.0,64.0,30.18,30.08,10.0,8.0,2.0,12.0,5.0,20.0,0.01
350,69.0,62.0,55.0,58.0,51.0,48.0,90.0,72.0,53.0,30.38,30.32,10.0,10.0,9.0,13.0,6.0,20.0,0.0
351,56.0,54.0,52.0,50.0,48.0,46.0,89.0,83.0,77.0,30.4,30.33,10.0,10.0,9.0,9.0,4.0,14.0,0.0
352,67.0,58.0,49.0,49.0,46.0,45.0,86.0,69.0,52.0,30.39,30.32,10.0,10.0,8.0,9.0,3.0,14.0,0.0
353,69.0,56.0,43.0,49.0,45.0,42.0,100.0,70.0,39.0,30.38,30.31,10.0,8.0,2.0,8.0,1.0,11.0,0.0
354,66.0,57.0,47.0,57.0,50.0,45.0,93.0,75.0,56.0,30.27,30.2,10.0,9.0,6.0,8.0,1.0,11.0,0.02
355,67.0,62.0,57.0,59.0,57.0,55.0,97.0,85.0,73.0,30.24,30.18,10.0,7.0,2.0,9.0,5.0,16.0,0.04
356,71.0,65.0,59.0,58.0,57.0,56.0,90.0,78.0,66.0,30.3,30.23,10.0,10.0,9.0,12.0,5.0,17.0,0.0
357,74.0,65.0,55.0,59.0,57.0,54.0,100.0,79.0,57.0,30.24,30.15,10.0,9.0,5.0,14.0,5.0,21.0,0.0
358,74.0,68.0,61.0,64.0,62.0,59.0,100.0,82.0,64.0,30.07,29.94,10.0,9.0,5.0,14.0,6.0,26.0,0.07
359,74.0,63.0,52.0,64.0,51.0,32.0,93.0,58.0,23.0,30.2,29.99,10.0,10.0,7.0,12.0,5.0,19.0,0.0
360,63.0,55.0,46.0,36.0,34.0,32.0,60.0,47.0,34.0,30.37,30.28,10.0,10.0,10.0,14.0,5.0,20.0,0.0
361,53.0,51.0,48.0,51.0,44.0,35.0,96.0,75.0,54.0,30.27,30.14,10.0,8.0,2.0,15.0,4.0,22.0,0.1
362,60.0,55.0,49.0,56.0,51.0,48.0,100.0,92.0,84.0,30.14,30.1,10.0,4.0,1.0,12.0,3.0,17.0,0.0
363,57.0,53.0,48.0,50.0,48.0,44.0,100.0,89.0,77.0,30.21,30.12,10.0,7.0,1.0,13.0,7.0,19.0,0.59
364,54.0,52.0,49.0,47.0,45.0,44.0,86.0,82.0,72.0,30.27,30.21,10.0,9.0,5.0,8.0,3.0,13.0,0.0
365,56.0,53.0,50.0,52.0,49.0,46.0,93.0,83.0,72.0,30.18,30.02,10.0,9.0,5.0,10.0,5.0,20.0,0.0
366,77.0,67.0,56.0,56.0,52.0,43.0,93.0,63.0,33.0,29.83,29.7,10.0,10.0,8.0,12.0,5.0,18.0,0.0
367,59.0,51.0,43.0,44.0,40.0,34.0,77.0,66.0,55.0,30.02,29.81,10.0,10.0,10.0,18.0,8.0,31.0,0.0
368,57.0,46.0,35.0,35.0,32.0,30.0,85.0,62.0,38.0,30.16,30.11,10.0,10.0,10.0,16.0,6.0,25.0,0.0
369,65.0,49.0,33.0,47.0,33.0,28.0,96.0,61.0,26.0,30.12,30.05,10.0,10.0,10.0,16.0,6.0,30.0,0.0
